url,name
https://bcpbolivia.evaluar.com/,bpc
https://alianzaseguros.evaluar.com/#s=1,alianza
https://embol.evaluar.com/#s=1,embol
https://clasificados.eldeber.com.bo/buscar?texto=legal,El deber,
